FIC,Non_FIC
,5
,24
,84
,4395
,633
,13
,26
,10
,613
,5
,0
,2
,1
,3
,1385
,9370
,33
,12
,2
,23
,27
,39
,7
,879
,2
,1
,6
,10
,5
,3
,564
,3
,3
,553
,5
,1
,683
,1000
,0
,0
,0
,5
,0
,1
,1
,13
,4
,2
,1
,149
,976
,5
,3
,10
,0
,5
,2
,23
,4
,2
,2
,1
,1
,0
,1
,7
,1
,1
,1439
,3
,1350
,28
,1
,18795
,4
,6
,4
,254
,0
,110
,372
,876
,1420
,4
,15
,3
,2
,705
,423
,219
,0
,1
,8
,20
,3
,1
,0
,22
,0
,515
,283
,0
,1
,14
,1
,0
,3
,1
,30
,6
,7
,1
,470
,929
,0
,357
,1
,25
,103
,5
,17
,11
,361
,1671
,55
,54
,689
,0
,36
,46
,463
,6
,1
,4
,11
,24
,0
,1
,21
,24
,0
,0
,29
,131
,19
,2
,140
,21
,6
,100
,9
,649
,274
,60
,3
,1
,16
,175
,1682
,12
,2802
,15
,2
,1841
,4427
,13
,23
,1961
,408
,3
,926
,125
,21
,190
,144
,422
,1
,75
,12
,0
,9
,2883
,410
,220
,10
,892
,3125
,910
,8
,6
,8
,3723
,3717
,12
,2
,32
,1
,0
,8
,20
,1
,66
,801
,19608
,2731
,7202
,8
,45
,13
,0
,14
,2025
,0
,0
,1539
,578
,47
,2040
,11820
,11
,7
,1
,1895
,10
,5
,12688
,566
,410
,1
,3
,1197
,4
,2
,48
,1
,13
,17
,2
,1308
,3
,1
,1
,1
,502
,1
,12
,466
,2680
,8
,256
,229
,1
,0
,364
,15
,595
,27
,4045
,114
,2
,9
,0
,4
,382
,2
,1
,9
,307
,876
,1845
,810
,647
,0
,53
,1231
,51
,1813
,1
,1
,1
,118
,13
,26
,14
,14
,4
,0
,71
,47
,2
,36
,25
,14
,13
,1
,15
,27
,9
,2718
,9
,1
,1
,51
,22
,5
,4
,1
,0
,7
,191
,1
,1
,8
,733
,10
,1133
,963
,654
,17
,7843
,3
,3
,2419
,6232
,0
,42
,7
,6
,16
,12
,596
,1
,27
,45
,134
,465
,10
,29
,0
,477
,2
,11
,5
,2
,5
,2
,2488
,4
,0
,30
,358
,1
,29
,1515
,189
,1625
,369
,61
,0
,0
,0
,0
,0
,0
,0
,4
,0
,6
,23
,2064
,1
,676
,1
,22
,1
,3
,0
,1
,35
,1
,1
,2
,8
,18
,5654
,529
,200
,2789
,1
,2
,2
,840
,1427
,14
,6
,4
,0
,3
,8
,5090
,2250
,9
,30
,47
,234
,15
,2396
,658
,831
,180
,2
,7399
,1049
,6
,1132
,0
,1
,25
,0
,1
,5616
,5
,865
,0
,150
,1441
,0
,21
,47
,221
,1051
,176
,52
,3576
,1
,40
,1
,861
,15957
,0
,158
,8949
,2214
,4490
,83
,6854
,3199
,1
,15
,5434
,2
,1
,1
,1
,1
,1
,3
,1
,4
,1
,3
,31021
,10
,2
,3
,199
,3
,51
,239
,7
,1
,10
,83
,32
,2
,0
,2
,19
,4
,35
,0
,3
,64
,2
,0
,0
,2
,7
,2
,6
,266
,246
,41
,0
,0
,2201
,5022
,0
,14
,541
,123
,513
,629
,6
,128
,1587
,329
,2
,1
,6593
,1858
,4604
,33
,37718
,6580
,29
,5
,6
,25
,50
,38031
,22
,23734
,10948
,8934
,5724
,18
,18
,1
,0
,14
,98
,140
,2683
,2543
,1581
,31
,3439
,965
,4
,54
,4209
,2
,639
,5183
,490
,1535
,28025
,0
,16
,104
,9
,15
,1
,0
,1543
,53
,25425
,6
,3
,2
,0
,44477
,263
,2
,8
,13912
,17
,1302
,24707
,279
,29783
,26
,28604
,896
,529
,7
,3452
,0
,3
,1
,1
,4
,8146
,262
,7
,42
,21
,12
,2221
,7
,12
,4
,35
,3
,34
,2636
,7
,41
,125
,8
,31
,1253
,669
,1010
,469
,10
,5
,55
,1
,724
,94
,50
,279
,18
,1
,14
,0
,25
,1191
,34
,6
,120
,198
,6
,46
,82
,14
,13
,17
,105
,369
,51
,30
,10
,13
,9
,5
,10
,4
,18
,44
,1
,41
,104
,34
,1
,4
,41
,92
,29
,14
,35
,8
,43
,18
,19
,5
,18
,1126
,350
,29
,689
,4723
,1032
,240
,287
,15
,9
,1464
,5899
,10
,541
,8
,7
,7
,9
,275
,231
,89
,68
,0
,20323
,18787
,1
,672
,3042
,13
,1458
,15
,3
,5
,547
,1118
,173
,809
,16
,1428
,147
,101
,465
,40
,701
,10524
,1385
,386
,2854
,3667
,12941
,0
,7
,17028
,100
,6
,24110
,186
,322
,20593
,6302
,619
,1355
,10319
,97
,29944
,0
,1
,2
,6
,176
,8415
,151
,9
,3026
,0
,142
,626
,15
,3364
,13257
,731
,6
,2
,67
,5
,180
,579
,0
,11870
,2
,8
,2
,610
,6914
,147
,20
,4
,3
,5
,3
,19
,0
,7
,2
,2
,545
,20
,2
,71
,7977
,1
,2928
,372
,814
,1405
,1542
,690
,3679
,5869
,2340
,1
,1
,47
,5649
,3
,764
,4
,10
,13803
,145
,3527
,31
,16180
,1
,336
,32
,7490
,2
,1
,0
,13598
,49
,2
,20
,49
,13306
,26096
,3612
,10399
,0
,2899
,22494
,30
,6193
,2
,0
,18355
,2
,2548
,2
,234
,4570
,28
,9
,51
,4805
,4
,3492
,15878
,109
,890
,14
,476
,1
,0
,109
,13
,1
,22
,771
,3
,1322
,1886
,106
,65
,693
,2
,694
,37
,799
,1
,1299
,1694
,4
,5
,3
,25
,149
,43
,26
,30
,5
,10
,4
,27
,19
,1410
,14
,21
,1244
,0
,1513
,339
,1318
,37
,18
,1
,140
,7
,1050
,40
,23
,55
,45
,11
,12
,47
,29
,655
,407
,31
,2
,1
,3822
,5
,27
,7
,1382
,5419
,6318
,7341
,16495
,72
,2
,2290
,61
,9030
,25
,581
,24582
,2336
,7
,5
,16
,2
,4
,1
,3
,1
,0
,6
,7
,8
,8
,10
,0
,1342
,1252
,8985
,2
,12
,3
,0
,7
,0
,3
,2
,2
,62
,256
,2
,0
,0
,3
,2
,5479
,12
,0
,13
,50
,1386
,975
,2
,18
,1
,41
,0
,222
,12
,2745
,170
,10
,10
,5
,6
,41
,38
,1
,0
,5
,1
,1627
,0
,1465
,61
,1412
,1
,4
,1130
,2
,2
,1411
,1214
,70
,1
,27
,882
,136
,319
,28
,3
,2
,12
,7
,5
,1682
,2554
,74
,6
,2
,38
,2625
,932
,417
,245
,1426
,0
,6
,6
,64
,814
,1928
,20
,3
,2
,2
,2
,3
,1
,4
,2
,0
,4
,321
,910
,4
,3
,2
,3
,1
,2
,0
,95
,18
,69
,39
,11
,564
,728
,2598
,1031
,3
,3292
,146
,148
,6
,0
,1
,0
,1
,0
,1
,0
,16
,6
,87
,8
,1295
,79
,561
,172
,120
,1733
,0
,0
,1504
,422
,3581
,2
,5
,7
,0
,3
,593
,0
,1356
,1
,372
,2730
,1025
,72
,369
,18
,4
,1493
,1
,1166
,6
,1
,3547
,337
,2851
,56
,1520
,1
,1
,5345
,22
,21
,3
,4
,5521
,1
,1636
,234
,987
,0
,11
,28
,9
,7
,9
,1859
,1
,17
,3179
,19
,2
,4
,7
,47
,0
,9
,50
,1055
,7
,13225
,942
,1374
,2
,2
,1
,2
,4
,0
,1
,1
,4
,6
,1
,2277
,2359
,3
,0
,0
,6
,73
,3273
,0
,3206
,6941
,414
,0
,43
,16
,9
,71
,1
,2
,1317
,1
,10
,1
,4
,1
,0
,1
,1
,1619
,1983
,1319
,6587
,1
,40
,26
,7
,0
,5
,1
,4717
,2
,0
,1
,17
,37
,1049
,1
,0
,1
,1
,5
,1448
,14090
,19
,3325
,255
,239
,2047
,86
,63
,141
,7
,1155
,6430
,2094
,11
,1
,24
,1380
,1467
,10
,2
,34
,364
,2
,921
,643
,13
,71
,6
,1327
,0
,1
,18
,0
,7
,164
,4
,45
,228
,1035
,6
,1
,1
,19
,3007
,525
,84
,5108
,41
,0
,28686
,11
,5342
,1
,3
,0
,2
,1
,0
,1
,1
,0
,5
,0
,5
,5
,3
,0
,0
,3
,2
,9
,0
,2752
,39
,1
,13
,3733
,73
,1346
,9919
,7
,136
,1949
,6566
,79
,16619
,1
,23622
,3094
,8
,1335
,25
,20618
,960
,23026
,599
,1064
,149
,998
,1550
,4205
,5
,8737
,872
,6
,128
,1121
,9836
,3516
,6497
,5139
,19016
,7202
,12229
,14456
,3608
,320
,10210
,285
,2421
,15669
,1349
,1567
,4
,16
,52
,1
,0
,16
,0
,9
,5668
,2
,3
,5
,6
,4
,1485
,14184
,11575
,3746
,2
,11
,0
,15
,0
,8
,6
,2
,2
,1
,5998
,39330
,41
,1242
,2314
,4834
,71
,257
,7
,53
,1012
,19
,19
,175
,69
,33
,15001
,7
,5
,636
,130
,23
,7
,0
,894
,6
,5
,4
,3
