FIC,Non_FIC
,5
,152
,8
,1
,5
,6
,4
,6
,5
,1
,6
,9
,800
,4
,4220
,852
,16
,5
,476
,4
,1443
,4
,1716
,1
,4356
,2605
,1724
,357
,941
,573
,13
,4
,5026
,4
,9
,1789
,1
,4505
,4
,4842
,547
,3
,215
,481
,2
,7
,52
,4
,3
,25
,6
,3
,302
,3
,1310
,1
,336
,33
,5
,6
,2493
,4
,1
,4
,1324
,128
,3108
,4009
,4
,3671
,497
,3122
,8
,508
,0
,1
,7
,19
,4
,3098
,14
,9
,4
,476
,494
,4
,1202
,74
,4
,227
,4
,2196
,729
,3
,3
,224
,1
,6
,1
,298
,441
,48
,42
,5729
,4
,506
,2052
,4
,4
,399
,27
,4
,11336
,853
,395
,2729
,1988
,6
,4
,36
,1535
,1442
,132
,44949
,5
,14047
,0
,1
,0
,1243
,844
,954
,4
,83
,1595
,703
,0
,5071
,5
,2358
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,519
,1
,6
,0
,1224
,108
,3
,4
,25
,2
,5
,1992
,404
,2
,3
,30
,446
,0
,17
,109
,6
,13
,1879
,4713
,30
,19
,5
,7
,0
,3
,7
,2
,1
,1251
,10
,4
,4107
,11
,4
,17
,0
,37190
,4
,1188
,153
,1962
,4
,4
,1272
,4
,113
,78
,0
,0
,0
,0
,0
,0
,18
,335
,55
,0
,0
,0
,0
,0
,0
,0
,0
,0
,3728
,44
,532
,2
,18
,495
,349
,0
,2685
,4
,659
,1
,230
,4
,26
,693
,70
,6603
,4
,72
,129
,1582
,1
,0
,0
,7
,22
,408
,6713
,1277
,4
,1678
,3
,17
,2733
,4
,2772
,2158
,2154
,4
,2119
,0
,8
,34
,7
,707
,6
,5
,12146
,2834
,4238
,24
,1125
,423
,395
,2079
,5503
,1812
,4
,303
,4
,10836
,4
,6715
,23858
,17
,11540
,689
,15635
,3
,11
,4
,23
,0
,10
,9443
,504
,2781
,29
,4333
,1
,0
,9746
,740
,78
,3
,7
,2678
,1015
,2
,15
,1278
,1387
,3
,3
,1
,9
,4
,11
,321
,32
,12
,1
,1166
,8
,1394
,28
,22
,2
,1324
,5
,1348
,0
,5
,86
,4
,3077
,50
,2671
,669
,1553
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,96
,0
,0
,0
,0
,0
,7
,4
,3513
,12891
,5
,4343
,5
,8615
,0
,0
,0
,0
,0
,0
,0
,0
,6
,1
,1
,2170
,14
,4
,7
,24
,4
,4
,896
,2636
,4
,2746
,4285
,0
,0
,1752
,2853
,24
,138
,129
,0
,4
,5
,24
,5
,75
,925
,224
,4
,11
,10
,1279
,5
,2779
,1223
,4
,3408
,6
,62
,5
,1597
,5
,1058
,36
,535
,1739
,5
,5
,2
,7
,9
,2854
,5
,5673
,1141
,6
,1894
,5
,7753
,1568
,5
,27425
,7
,27270
,304
,4172
,5
,4070
,5
,4489
,5
,1540
,13
,32683
,3262
,4071
,855
,11
,5
,3394
,5
,2191
,1174
,8
,1430
,798
,431
,5
,307
,4
,831
,291
,60
,7
,49
,0
,182
,896
,1889
,52
,665
,5
,27
,1
,29
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,2
,22
,2821
,36
,5
,22
,1
,1035
,388
,7
,8
,48
,1
,20
,483
,5
,593
,80
,5
,171
,0
,0
,0
,0
,0
,7
,29
,583
,2
,519
,328
,217
,900
,5
,186
,5
,388
,739
,0
,12
,890
,2890
,776
,13080
,9680
,2
,0
,2
,4
,277
,5
,4291
,0
,0
,8
,4514
,6
,16444
,204
,5
,5385
,310
,7
,29531
,5
,3076
,4291
,6
,4
,17
,7970
,12292
,6
,15392
,1880
,435
,5
,26100
,7
,70
,5
,1350
,1343
,27
,5
,5401
,0
,25
,0
,3
,2
,14
,1381
,6
,245
,79
,405
,2
,62
,551
,0
,0
,0
,0
,126
,6
,7
,1406
,365
,431
,574
,5
,1497
,37
,2059
,1
,9
,20
,1059
,1140
,207
,1451
,49
,6
,13
,5
,168
,7
,124
,9
,29
,5
,818
,6
,73
,1294
,39
,2
,15
,0
,1
,16
,2
,9
,34
,6
,10
,7
,1121
,8
,0
,10
,2
,67
,210
,22
,16
,6
,26
,5
,2765
,47
,17164
,101
,0
,6
,760
,6
,3254
,5
,429
,5
,1200
,6
,4526
,7
,9741
,6
,192
,6
,1663
,6
,7076
,7
,7
,2019
,10842
,85
,0
,42
,14
,89
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,1
,27
,6
,427
,5
,1360
,1
,220
,1504
,26
,190
,0
,15
,0
,2139
,320
,17
,12
,131
,22
,6
,20
,1227
,2
,42
,14
,4
,3
,11
,1
,21
,4331
,5
,8672
,1437
,6
,3474
,712
,22
,53
,24
,2722
,393
,1858
,6
,348
,512
,6
,1163
,61
,6
,1679
,1802
,1
,18
,984
,281
,26
,925
,19
,1442
,84
,7248
,2737
,6
,7225
,1193
,6
,70
,69
,21
,46
,10
,14
