FIC,Non_FIC
286,1328
0,477
265,684
2223,8
51,12
1072,72
66,1318
0,1481
13,1064
6,27
1596,11
42,537
23,23
12,37
0,14
21,252
20,24
0,280
48,1400
13,3
187,114
12,0
55,5
96,2
0,0
0,29
0,57
10,21
7,122
0,22
145,24
474,81
66,65
31,22
48,20
2,0
24,2350
157,6
0,32
0,57
54,91
20,45
85,2
29,3
9,51
590,260
60,81
5,69
37,524
13,739
13,7
3,105
6,71
148,0
27,118
13,225
12,178
684,116
14,46
47,25
13,43
0,347
16,1254
12,619
4,7
0,1338
51,33
70,39
8,6
5,8
22,33
18,0
178,0
109,0
24,0
10,0
18,0
3,1390
75,26
0,204
134,0
32,223
36,0
82,14
3,0
0,0
8,0
20,0
31,131
170,0
5,333
2,0
57,0
0,143
4,0
38,0
29,0
888,5285
2,17
36,0
241,0
23,6
0,2
556,0
56,0
1,2
0,634
2,1
0,20
1,0
0,250
5,0
128,764
3,0
387,169
43,0
20,0
1912,55
4,4
13,0
130,0
0,1
42,1325
16,5
465,0
0,122
381,0
0,8
4,0
0,1
47,0
28,0
1,50
31,0
165,0
219,150
31,1
47,1032
4,1
3,0
191,76
0,20
203,12
0,1
162,1203
310,1
51,273
4,0
9,714
0,0
65,28
112,10
483,2
14,0
2,0
120,577
64,685
32,158
156,1319
17,0
138,260
233,0
0,1490
72,4
16,1
150,0
1,286
66,164
589,0
104,758
39,0
64,114
21,2
87,39
2,749
270,0
95,0
71,65
17,0
1,548
52,5
68,98
25,0
16,40
125,0
12,249
0,0
64,0
4,880
16,0
1,214
0,0
286,240
39,0
23,231
25,22
191,1117
131,0
12,245
0,0
0,16
136,0
291,12
85,0
154,459
38,1
8,206
11,0
66,581
108,13
16,18
1,0
590,1185
79,0
0,2
75,1
680,14
25,9
1,69
214,0
3,79
134,77
65,0
35,0
5,266
20,0
66,179
28,0
34,52
403,0
11,187
201,560
9,0
14,72
6,0
5,993
37,0
0,4
29,25
9,722
0,0
6,44
13,0
0,4
50,6
21,10
5,250
0,1
22,1007
2,5
109,1243
34,393
44,0
128,0
0,0
0,1004
0,17
37,219
26,280
13,98
0,960
5,25
185,11
0,369
37,0
189,6
12,211
134,1152
24,1067
551,253
54,75
5,2930
8,28
32,72
31,12
63,694
0,57
282,35
114,0
195,38
10,69
218,14
106,766
43,121
3,20
201,2293
0,29
288,0
18,8
0,48
13,8
77,99
425,50
16,18
17,31
0,79
71,20
235,2
1,794
441,461
128,1231
33,118
528,942
1324,1
9,30
42,28
5,61
2,15
0,286
87,0
30,0
1,0
16,0
6,23
12,938
31,0
0,324
114,333
7,0
0,15
0,783
4,209
44,91
0,2272
78,0
672,54
93,0
208,0
9,223
112,192
367,1
58,70
587,146
248,129
971,154
382,15
2119,170
673,2
3,393
69,1351
75,12
27,121
38,3
38,668
0,43
0,0
1135,1572
70,21
113,58
21,77
13,892
255,297
21,113
0,1156
248,5067
32,1
11,0
0,1
21,60
18,2
74,68
11,39
493,143
28,76
0,731
3,11
0,410
71,6
6,10
863,2
106,53
16,11
101,20
609,118
34,34
0,730
0,1
9,28
219,1422
8,246
26,56
1,51
95,1062
11,8
26,17
17,2
74,243
152,1059
115,164
0,127
0,0
282,80
17,0
0,7
12,23
45,273
15,8
1076,970
188,154
2177,1
41,105
10,939
1,1
10,127
4,186
10,144
5,19
73,602
0,8
40,4
10,318
240,776
258,362
895,2379
76,77
23,45
233,41
798,9
87,37
297,109
786,2
751,0
80,0
99,10
84,0
5,1
288,0
2,0
61,0
36,0
5,100
1,0
10,18
10,0
49,29
19,0
18,3
418,0
128,2
114,0
601,0
2,135
1652,0
247,903
90,0
19,62
205,0
1,2
1011,0
643,0
112,0
317,64
0,0
162,18
23,0
17,60
22,0
20,0
112,13
2,1
53,0
22,509
12,0
1,109
7,170
1,66
11,0
86,0
148,287
80,1
0,0
58,0
27,22
11,0
0,32
5,0
198,291
137,0
0,12
1034,0
1053,6
46,0
17,1
92,59
64,233
1,1
33,16
82,0
15,0
18,155
82,0
22,10
5,23
1,1
35,0
13,0
0,16
12,0
18,1
143,13
0,2
0,84
29,99
22,0
6,19
9,0
2,0
300,245
18,44
2,2
72,32
38,0
23,0
30,0
7,344
42,0
3,763
47,0
32,24
2,1
7,377
61,0
26,966
23,1
17,478
0,0
35,127
7,0
0,1
6,704
1,0
0,2
59,69
123,1
1,0
31,73
4,0
11,50
561,0
77,1
73,546
8,0
121,0
12,435
4,0
117,43
28,0
0,30
2,1
6,0
89,187
27,0
120,924
0,0
93,232
33,0
12,79
489,524
20,0
6,65
7,0
11,0
1,444
33,17
74,0
10,0
153,123
94,0
166,46
0,0
565,24
18,0
6,143
18,5
6,6
0,0
173,407
136,0
25,718
31,0
235,65
0,0
17,0
45,157
61,32
621,0
0,0
0,42
90,1
123,0
21,108
1015,5
546,0
0,0
53,0
9,0
1,315
15,0
2,0
1,483
0,3
34,29
0,1
11,142
21,0
324,39
9,0
0,24
345,1
11,415
172,0
25,120
33,1
8,2
39,6
44,0
103,12
86,0
1,59
3493,0
0,22
0,0
7,0
4,0
56,0
19,0
0,0
21,13
7,16
20,0
2,0
4,17
9,0
6,38
13,0
8,32
97,0
100,22
651,0
52,1160
117,0
15,0
0,0
27,73
55,0
947,31
60,0
36,41
30,0
1,174
1218,0
95,188
18,0
639,0
0,53
6,0
2,183
4,0
10,354
10,0
68,5
714,0
99,25
42,0
0,164
25,0
58,103
64,0
63,0
3,0
45,44
25,10
38,1274
14,0
22,82
109,1
7,96
9,386
6,1
12,222
0,0
10,751
0,555
3,0
9,1118
0,171
22,0
1,1181
115,0
1287,3
68,81
32,0
23,733
219,933
3,0
0,43
126,0
264,22
26,0
368,63
25,161
2,544
43,202
22,28
0,427
49,777
0,14
0,264
0,15
0,139
0,223
0,675
0,0
0,93
0,60
0,867
0,471
0,1257
0,0
0,0
0,3
8,0
20,5
2,8
28,50
4,4
23,1
29,179
18,4
262,65
10,63
0,18
18,103
0,16
7,1224
3,78
84,100
1737,0
20,2
9,81
25,487
5,71
8,152
56,0
0,256
47,0
56,44
143,6
1,105
242,0
680,3
149,23
134,77
58,0
6,603
0,3
28,33
17,0
2,164
840,1886
142,0
55,1254
10,0
52,0
128,9
3,0
0,5
0,3
103,758
20,1367
33,78
60,163
0,141
63,0
535,2
9,0
15,12
3,42
0,0
23,50
7,768
9,4
7,584
27,855
119,16
65,77
2,548
84,0
104,28
89,0
2,95
42,33
2,0
451,21
586,35
26,74
37,2
819,0
9,0
0,82
39,0
4,27
0,1562
108,2
13,323
4,0
0,12
0,1
14,763
0,0
11,1229
541,3
3,0
20,609
22,0
6,1
58,0
2,0
0,210
523,1
6,1164
45,2
664,109
28,380
8,0
1,748
0,153
213,4
395,0
570,100
215,54
104,0
330,129
562,0
0,369
9,0
11,0
0,0
3,89
28,0
25,2122
181,0
177,146
3,1
195,321
417,15
408,1
8,1194
95,4
119,15
65,1
81,141
160,56
19,38
109,3
27,0
223,0
29,38
35,30
383,772
34,1
45,7
44,113
0,391
6,20
82,0
2,1
93,970
6,448
21,0
3,54
59,897
19,1684
0,4
242,3
130,0
9,2
14,16
37,48
0,0
33,3
0,112
1,19
75,9
123,2
20,70
17,2
2,47
44,625
438,86
1,26
1,1
2,1
10,70
10,0
42,131
98,715
0,0
0,7208
229,17
3,78
1,21
1,29
15,109
4,127
16,0
4,102
123,0
4,262
237,0
43,1265
62,76
24,95
18,2
14,2719
4,5776
71,30
57,32
142,36
8,87
19,1
334,2340
1,0
375,95
326,0
0,19
35,29
18,1
3,0
14,1
14,3
30,1
2,1082
18,0
9,217
100,0
5,1549
1,340
0,1182
12,252
14,48
4,203
46,40
41,22
45,0
312,806
40,190
61,0
0,1480
0,26
251,0
208,5
201,0
65,24
84,7
15,2
236,13
30,1666
31,14
57,1756
33,1282
31,43
26,49
6,0
117,28
108,0
106,40
265,0
3,1040
1,77
6,1
0,278
10,1140
96,3
316,2
71,266
40,0
17,7
70,1
8,2
55,31
462,0
25,1093
32,0
15,9
5,1
139,2
162,662
5,0
19,0
11,1486
28,170
8,1
88,0
465,1501
14,1
21,1
24,0
21,5
2,1
0,106
0,0
24,0
31,0
60,11
26,0
87,0
56,99
18,0
22,1465
42,2
26,2156
314,0
102,104
34,0
25,43
26,1
27,1
76,0
74,0
2,72
6,63
21,219
49,2
57,36
3,1
29,0
0,793
243,0
63,15
17,0
71,0
9,1
1190,0
611,928
40,0
7,37
340,4
548,2
68,0
34,49
0,0
34,10
0,0
3,0
3,126
2,0
6,130
2,29
112,21
17,1
7,0
43,0
2,1
12,0
0,0
11,248
3,1
2,79
0,0
1,783
17,90
26,0
0,41
0,6
0,17
121,1
14,337
10,0
34,53
28,2
9,2
58,987
35,0
8,0
415,0
975,69
17,3
22,6
2,0
0,34
4,26
3,1094
7,0
80,2760
56,0
53,59
15,2
6,16
13,0
27,0
5,4
83,0
32,0
14,0
0,437
0,108
18,4
33,889
43,217
6,0
7,95
1,0
76,1025
53,0
14,15
17,0
10,527
6,1
4,50
208,1
18,887
89,0
87,7
333,0
19,153
48,0
27,86
9,0
108,363
15,1
4,8
160,80
64,0
89,10
10,2
3,153
139,559
36,1
22,1
19,23
8,0
5,15
8,267
124,0
28,1241
258,0
9,139
23,0
0,1
19,207
0,1
42,590
22,0
35,37
333,39
345,174
16,1
3,0
3,140
19,0
28,8
22,32
92,267
232,3
31,0
144,39
1,0
7,0
5,30
272,0
185,73
40,0
170,820
7,0
3,0
1,1273
44,34
60,1168
13,0
822,2894
6,1
76,226
29,0
824,1254
3,3
0,29
118,7
0,89
9,4
10,96
1,12
51,18
20,5
656,1
228,179
221,239
275,1
540,4
1368,2
205,3
48,658
66,10
480,82
60,28
0,56
19,269
149,1192
232,160
161,215
9,689
345,44
322,36
2233,57
47,17
0,0
15,0
26,18
26,0
2375,29
34,3
674,134
0,0
32,71
18,0
195,27
88,955
168,0
61,825
33,21
1,85
4,1442
125,100
68,780
198,3
723,1
173,370
439,317
793,18
581,1089
18,0
64,1
2,0
30,2
13,19
28,1
16,137
2,1
164,0
41,22
39,1
1030,0
2,6
1,1
299,1
158,79
132,1
1,72
35,1
1659,77
0,48
4,2
254,214
13,6
8,13
49,0
5,40
82,1
43,2078
12,2
111,1
1,127
3,0
11,338
94,611
152,33
89,96
164,11
27,12
642,156
187,365
109,11
8,14
16,142
91,4
486,1505
38,0
41,244
1198,59
62,218
18,1096
86,1469
0,1
27,1142
0,250
74,0
22,13
5,1
91,73
2,675
2,14
161,4
4,0
4,1
75,1
1,3
68,34
0,20
13,14
12,580
1,107
1,694
5,1602
6,1
1,163
2,721
2,65
588,2
12,1
72,2
141,0
218,2
66,107
110,1
5,6
0,9
24,0
80,702
25,18
15,20
0,392
0,978
0,1
19,378
273,0
21,82
218,2
565,3
0,1
19,27
179,866
68,1
44,1
137,0
95,0
47,7
112,20
46,2
206,2
184,1378
17,2
58,1
346,0
0,6
138,710
60,57
1,11
4,55
12,7
0,19
0,11
0,5
5,89
5,20
33,53
8,163
2,45
0,178
11,0
21,906
45,157
32,695
41,43
51,100
22,3
20,31
74,35
4,1276
71,37
134,1319
0,12
32,147
22,0
65,284
3,540
18,2
2,1134
14,346
9,5
73,29
23,37
117,71
61,803
2,7
7,440
59,12
163,66
14,4
27,724
7,5
38,840
5,351
197,16
15,28
112,80
14,15
6,1
43,0
26,17
11,435
2,22
7,53
4,74
0,1192
3,0
74,51
15,846
14,11
83,2
38,383
86,64
19,813
16,2071
94,1
4,2510
10,56
60,47
55,15
2,20
118,892
17,855
10,3
4,2
10,1
3,2
12,0
34,5
49,1
1,84
13,0
31,0
117,26
41,272
2,83
34,679
8,3
405,29
55,462
0,0
37,180
2,17
4,715
100,21
154,391
77,15
1,778
11,259
0,111
96,7
176,2625
289,62
760,38
21,19
50,46
41,65
4,21
16,163
40,35
15,1014
218,21
5,44
9,1
189,1
15,144
2,864
0,14
61,6
474,1
138,2
14,1
72,4
3,0
104,3
90,0
82,5
26,2
117,0
654,0
8,0
146,0
186,52
1,0
128,3
25,0
38,15
6,0
58,138
3,56
10,95
135,65
30,19
9,2
35,533
42,11
15,2
316,11
110,208
12,133
3,2
282,5
2,507
12,20
8,1
0,528
398,4589
275,85
6,98
87,416
68,910
26,1303
4,0
196,38
41,1243
29,222
0,22
2,403
37,9
398,0
7,77
102,985
0,12
43,184
225,6
350,929
113,133
19,16
163,145
17,11
10,72
245,1159
28,4
27,2
6,422
23,183
13,1
4,11
168,870
0,68
125,1
56,183
11,12
38,460
3,790
88,356
17,1719
66,33
41,2184
1,4
11,0
6,1167
24,0
117,1
32,0
124,0
36,0
0,0
83,0
4,0
226,0
511,2
538,0
3,4
274,1
1,0
5,0
70,0
9,0
20,418
25,15
12,42
2,144
9,24
10,118
35,27
9,34
3,0
32,18
57,0
72,0
43,0
24,0
80,0
1698,0
38,0
20,0
17,0
7,0
77,71
2,0
15,0
89,0
46,0
340,0
205,0
33,557
165,57
217,0
71,156
75,1160
51,11
30,435
81,172
47,830
0,133
26,1167
139,30
281,1223
28,5
22,0
80,5
103,0
23,1546
51,0
37,269
15,1
26,1
7,283
13,6
25,2240
133,72
97,647
52,522
67,1
119,223
20,1196
211,8
77,3
598,6
6,0
28,5
37,6
120,0
19,100
473,0
12,9
2,0
130,1011
65,253
9,0
33,0
142,2
52,3
7,8
39,0
86,228
4,1
47,15
397,0
9,0
64,18
6,0
10,1
0,0
18,1319
15,8
72,1
7,0
0,5389
5,1
1,1270
42,0
40,1799
0,0
43,1079
18,89
18,0
6,0
49,10
4,0
16,0
1,46
132,0
39,7
0,0
0,61
0,0
33,22
153,2
141,1
25,1528
2,0
23,1176
