FIC,Non_FIC
3.51,1.00
2.60,1.00
11.00,2.25
1.50,3.00
3.00,2.50
4.54,1.68
5.10,4.25
3.22,1.67
3.00,3.00
6.50,3.67
11.50,6.00
3.00,5.00
3.07,4.05
1.00,6.50
3.00,3.04
3.40,6.00
3.00,6.12
4.27,2.00
3.75,4.60
3.67,2.33
2.00,1.89
2.96,2.50
3.50,4.00
2.93,2.50
6.50,3.25
3.50,8.25
1.58,1.00
4.50,4.00
5.51,4.00
1.45,1.00
26.00,1.21
5.17,2.50
1.00,3.00
1.00,3.00
14.00,3.00
1.00,1.00
6.00,1.80
5.54,1.71
1.83,1.83
15.00,5.00
2.00,4.00
5.00,1.40
5.12,1.00
1.28,2.15
17.50,2.00
5.07,2.28
5.07,1.00
3.79,3.00
3.83,1.00
1.33,1.62
4.04,1.62
5.25,2.00
3.42,3.75
1.51,2.00
5.33,2.00
4.13,1.06
11.25,2.36
3.00,1.05
2.75,1.80
3.73,3.00
6.68,2.53
2.00,11.00
5.61,5.00
3.83,2.00
2.64,3.50
8.58,2.00
1.33,2.67
5.25,8.80
4.09,1.00
1.82,4.50
6.54,1.27
10.60,3.65
3.33,1.00
5.00,4.33
3.14,4.25
1.00,1.00
5.11,3.00
2.33,2.30
35.00,2.00
1.00,3.50
6.71,2.38
14.38,3.27
5.49,3.00
4.00,4.95
2.50,1.00
1.88,1.00
13.00,1.50
3.27,2.00
1.50,6.00
10.00,2.00
3.05,2.00
4.00,8.00
7.71,1.00
3.50,1.25
10.63,3.00
4.00,1.00
3.42,2.00
1.25,1.00
5.00,3.00
18.60,1.50
1.00,1.97
1.67,1.50
4.18,2.00
2.11,1.50
4.80,4.00
4.67,1.00
7.06,4.00
4.33,1.89
3.50,2.75
3.81,8.50
7.00,3.00
7.75,4.00
3.06,1.50
2.01,3.33
2.50,2.30
4.19,1.00
5.00,3.00
9.00,6.00
2.87,2.50
1.00,2.50
3.61,1.50
4.00,3.00
1.50,4.50
3.54,5.50
2.25,1.62
5.62,2.50
8.25,3.38
4.71,1.33
1.00,1.00
3.25,2.25
4.26,1.00
1.67,2.12
1.56,1.00
2.07,2.00
1.60,2.00
4.00,1.00
12.25,2.44
3.35,1.75
6.00,2.50
57.50,1.40
3.76,2.00
3.50,1.33
7.00,2.00
5.30,3.00
4.00,1.62
5.43,1.00
6.50,3.50
2.71,2.00
3.98,6.00
3.97,1.00
3.83,2.00
9.79,1.00
3.20,1.00
2.17,2.00
7.00,2.00
1.25,1.00
2.94,1.00
6.25,1.00
4.00,4.00
4.50,2.00
2.70,1.17
2.14,2.00
4.68,2.67
2.00,1.50
2.25,4.00
5.88,4.53
2.27,1.50
3.79,3.60
5.95,2.17
4.50,5.67
1.00,1.00
3.75,4.00
1.00,3.00
9.12,3.00
1.77,4.00
3.58,1.00
2.00,8.50
1.58,1.38
4.00,4.33
3.27,6.00
2.00,1.00
2.83,2.23
2.33,2.24
2.50,2.23
4.50,7.50
5.86,6.12
2.25,4.00
1.75,7.00
2.75,10.00
3.54,4.00
6.33,2.00
4.38,3.56
5.91,3.00
1.00,2.00
2.76,5.00
3.00,1.00
21.50,9.00
10.02,1.50
1.77,1.00
3.62,2.00
4.14,2.00
8.67,1.00
1.00,4.50
3.52,2.36
3.62,2.00
2.36,2.50
1.50,9.00
6.24,32.00
6.17,2.22
2.20,1.00
4.25,12.00
2.00,3.00
4.00,3.04
2.00,10.00
2.42,1.00
2.00,1.96
1.44,1.00
3.00,12.00
3.80,4.09
1.70,2.50
8.00,3.34
5.00,4.00
3.87,1.20
2.06,2.81
14.00,6.00
2.72,5.00
2.90,2.38
1.00,2.70
3.17,4.00
2.32,2.91
2.00,7.00
8.00,5.00
2.75,5.79
7.49,5.00
3.50,11.00
2.00,14.50
7.02,2.87
2.57,3.00
16.89,6.37
2.95,3.09
2.56,3.12
3.73,4.19
1.49,7.00
3.66,1.00
4.03,3.00
5.00,2.33
2.50,12.00
2.75,1.86
5.00,4.00
3.73,3.67
5.44,7.28
6.17,2.00
3.20,1.50
2.73,7.50
8.33,3.30
3.33,2.29
14.00,2.00
6.62,7.50
1.00,5.00
3.50,41.00
16.00,1.23
2.63,2.39
3.67,1.50
7.90,2.00
3.40,8.50
4.97,3.00
1.94,5.00
3.56,2.30
2.19,1.00
3.00,2.50
3.00,5.33
2.48,8.50
3.39,1.92
3.79,2.50
3.34,5.00
3.79,2.20
5.56,15.00
1.72,2.50
2.00,2.75
2.50,2.50
10.00,6.45
3.80,3.00
7.00,3.00
4.45,2.00
1.00,2.00
1.49,1.00
6.00,7.67
4.17,1.00
2.97,4.00
1.62,2.09
1.96,3.25
1.56,2.53
2.38,3.00
4.49,2.00
9.00,11.50
1.67,3.50
3.56,4.00
1.00,1.83
3.28,4.14
3.83,2.50
1.79,21.00
2.86,2.50
9.75,1.50
2.75,3.53
2.00,1.00
4.16,2.00
2.00,1.00
2.40,3.62
2.64,7.00
2.25,3.00
1.00,3.00
2.52,6.00
4.59,2.67
2.33,3.33
1.00,2.00
2.42,1.00
1.10,4.00
1.00,10.67
2.74,1.20
3.14,7.79
5.67,10.17
3.62,8.00
1.45,3.25
2.83,1.00
17.00,2.50
