FIC,Non_FIC
,29
,27
,34
,96
,63
,134
,8
,16
,887
,140
,39
,17
,3
,179
,1066
,1484
,8
,355
,149
,602
,74
,31
,36
,66
,149
,430
,547
,1829
,31
,22
,206
,24
,2
,5
,1
,1
,2
,4
,86
,1044
,106
,37
,0
,242
,0
,3
,776
,143
,32
,4
,6
,109
,16
,10
,51
,46
,5
,18
,17
,7
,4
,3
,0
,26
,7
,2
,1464
,279
,670
,53
,33
,150
,2
,5
,14
,4
,20
,10
,4
,2
,3
,11
,14
,5
,50
,1
,0
,13
,1
,47
,738
,228
,81
,19
,17
,1
,240
,215
,68
,7
,893
,1865
,776
,2
,27
,21
,137
,73
,93
,3
,72
,109
,4
,12
,21
,7
,220
,775
,9
,14
,0
,78
,1
,0
,24
,11
,0
,36
,22
,3
,2
,4
,8
,15
,37
,14
,2
,7
,0
,13
,8
,15
,91
,40
,158
,437
,0
,0
,78
,83
,77
,19
,0
,78
,0
,37
,24
,29
,138
,130
,26
,51
,98
,740
,108
,19
,22
,6
,213
,4
,2
,2
,16
,4
,163
,17
,0
,12
,103
,718
,71
,82
,0
,1
,75
,91
,1428
,22
,37
,24
,117
,20
,94
,238
,1
,21
,12
,831
,1
,48
,0
,0
,257
,86
,7
,5
,7
,0
,5
,3
,10
,12
,706
,22
,34
,28
,2
,20
,11
,1
,1
,6
,8
,4
,2
,7
,6
,9
,4
,4
,13
,22
,12
,10
,2
,16
,10
,24
,0
,18
,19
,56
,117
,7
,638
,1
,52
,39
,13
,2
,83
,105
,18
,353
,709
,19
,96
,98
,14
,11
,7
,2
,10
,83
,2
,539
,831
,16
,37
,2
,31
,207
,751
,6
,229
,104
,1
,8
,23
,3
,0
,5
,6
,35
,1
,5
,5
,20
,2
,31
,10
,4
,8
,30
,22
,7
,211
,45
,13
,1306
,181
,6
,79
,10
,1208
,1
,726
,224
,8
,7
,88
,1
,13
,10
,110
,266
,73
,5
,1170
,28
,10
,14
,168
,1
,0
,190
,17
,2
,772
,165
,714
,407
,16
,21
,12
,0
,3
,11
,194
,749
,83
,557
,79
,99
,185
,30
,70
,25
,53
,1324
,117
,1575
,569
,3
,30
,57
,54
,2
,7
,11
,6
,176
,101
,0
,0
,95
,4
,6
,181
,6
,714
,16
,79
,3
,0
,2
,18
,7
,17
,8
,8
,19
,0
,38
,223
,0
,157
,0
,49
,0
,5
,59
,0
,0
,0
,0
,0
,27
,11
,37
,0
,82
,329
,19
,2
,0
,0
,0
,455
,16
,80
,698
,40
,3
,257
,241
,1
,134
,2
,32
,224
,4
,48
,994
,2
,1976
,31
,19
,705
,438
,339
,365
,67
,76
,208
,236
,6
,799
,24
,5
,5
,117
,28
,6
,7
,14
,125
,262
,0
,936
,65
,88
,1055
,415
,146
,933
,97
,15
,0
,2
,44
,7
,49
,25
,1
,41
,166
,1325
,372
,736
,164
,635
,741
,48
,29
,136
,247
,0
,734
,20
,125
,19
,275
,157
,15
,3
,85
,31
,184
,29
,25
,285
,31
,771
,213
,7
,9
,7
,511
,984
,3
,107
,79
,5
,1
,18
,89
,0
,106
,30
,1114
,125
,2
,4
,413
,645
,221
,2
,63
,291
,1
,273
,642
,39
,98
,20
,42
,47
,0
,1
,110
,13
,657
,136
,40
,97
,9
,10
,11
,2
,11
,5
,3
,2
,0
,1
,46
,13
,38
,1
,13
,52
,71
,19
,15
,1
,8
,112
,71
,4
,43
,32
,56
,708
,226
,7
,101
,3
,17
,1
,12
,15
,17
,12
,15
,18
,0
,18
,7
,19
,8
,5
,8
,7
,2
,1
,11
,12
,9
,0
,1
,366
,36
,28
,893
,19
,9
,185
,60
,226
,202
,379
,8
,53
,79
,224
,243
,39
,577
,18
,13
,60
,142
,0
,2
,398
,214
,11
,1786
,161
,46
,3
,15
,27
,19
,21
,1
,115
,2
,0
,39
,1
,10
,10
,6
,0
,8
,21
,18
,70
,254
,13
,32
,719
,20
,7
,55
,25
,12
,26
,16
,22
,87
,15
,358
,31
,102
,683
,21
,104
,152
,53
,5
,11
,32
,8
,29
,386
,794
,19
,16
,30
,41
,48
,39
,47
,39
,3
,7
,16
,275
,10
,18
,1
,2546
,1
,56
,3
,27
,353
,229
,7
,56
,1233
,34
,10
,3
,1124
,46
,5
,17
,1
,0
,290
,94
,75
,68
,382
,0
,192
,32
,3
,15
,129
,59
,46
,17
,4
,23
,10
,0
,2
,63
,239
,20
,665
,14
,144
,379
,39
,808
,5
,209
,25
,65
,7
,51
,21
,782
,311
,427
,1845
,5
,173
,788
,819
,157
,163
,98
,40
,17
,363
,1251
,612
,382
,0
,45
,32
,5
,57
,19
,142
,111
,261
,0
,0
,0
,580
,1
,7
,6
,142
,54
,1
,163
,536
,124
,93
,14
,5
,1
,6
,4
,1
,4
,2
,1
,6
,4
,0
,16
,60
,43
,768
,262
,376
,0
,55
,72
,271
,6
,7
,4
,1535
,120
,75
,34
,10
,4
,34
,14
,30
,394
,34
,30
,214
,1299
,4
,48
,0
,155
,6
,208
,215
,3
,38
,12
,496
,138
,61
,87
,295
,40
,417
,31
,25
,3
,4
,16
,431
,0
,1
,2
,1
,99
,20
,86
,34
,12
,10
,18
,16
,20
,50
,128
,16
,582
,246
,2
,135
,271
,69
,27
,642
,29
,2
,16
,170
,23
,13
,0
,6
,0
,101
,814
,38
,81
,367
,276
,110
,72
,26
,119
,224
,30
,35
,493
,5
,175
,4
,5
,34
,0
,6
,2
,102
,3
,4
,12
,16
,339
,390
,41
,122
,130
,105
,60
,4
,123
,53
,229
,568
,479
,2
,15
,10
,173
,27
,57
,3
,462
,56
,196
,261
,342
,148
,42
,21
,381
,99
,1
,6
,36
,313
,169
,1549
,72
,202
,305
,630
,35
,244
,852
,971
,3
,361
,4
,65
,5
,9
,1126
,176
,230
,1
,118
,63
,41
,16
,1
,40
,719
,1
,110
,47
,3
,0
,10
,133
,44
,2
,31
,10
,2
,8
,12
,101
,30
,21
,1
,86
,2
,108
,37
,105
,586
,32
,234
,174
,17
,0
,151
,52
,496
,586
,6
,2119
,454
,125
,2
,49
,133
,75
,42
,908
,4
,30
,81
,37
,18
,1
,38
,25
,68
,13
,9
,13
,112
,112
,38
,0
,42
,16
,20
,39
,10
,9
,2
,114
,25
,4
,44
,2060
,23
,53
,38
,2
,68
,221
,14
,292
,0
,0
,6
,11
,7
,819
,2
,128
,169
,154
,35
,507
,1934
,228
,5
,81
,1
,185
,4
,141
,83
,1049
,1076
,0
,12
,2
,28
,34
,65
,3
,41
,11
,671
,277
,118
,4
,228
,81
,11
,20
,38
,0
,23
,1
,67
,195
,996
,75
,26
,1011
,202
,274
,53
,47
,84
,37
,2
,425
,1358
,41
,31
,5
,683
,1
,127
,548
,472
,2
,157
,364
,72
,198
,559
,617
,20
,971
,347
,1267
,1
,11
,0
,18
,26
,40
,1002
,1
,2
,0
,177
,3329
,246
,905
,31
,55
,702
,287
,213
,1
,43
,8
,8
,7
,16
,1
,0
,10
,66
,5
,67
,29
,8
,100
,16
,21
,5
,9
,6
,4
,8
,2
,0
,0
,18
,6
,1
,838
,94
,1
,118
,31
,28
,316
,34
,4
,110
,578
,91
,29
,4
,40
,9
,85
,27
,0
,0
,47
,356
,842
,9
,66
,48
,5
,68
,3
,94
,501
,370
,12
,21
,21
,36
,596
,370
,49
,1035
,11
,0
,2
,7
,120
,1908
,404
,391
,644
,63
,287
,69
,35
,29
,52
,62
,224
,79
,131
,13
,309
,82
,740
,0
,0
,25
,593
,163
,12
,2331
,1874
,641
,24
,23
,74
,39
,10
,44
,53
,74
,1061
,190
,708
,638
,855
,16
,33
,7
,68
,102
,6
,1
,26
,12
,20
,86
,3
,4
,149
,67
,753
,87
,217
,14
,51
,251
,43
,12
,2
,441
,12
,2
,63
,957
,1256
,76
,164
,761
,27
,1
,96
,14
,49
,4
,10
,14
,81
,11
,7
,14
,5
,9
,189
,5
,4
,7
,12
,27
,21
,26
,27
,43
,30
,34
,161
,15
,14
,27
,61
,1
,479
,86
,21
,125
,1
,6
,3
,160
,102
,28
,26
,16
,25
,28
,526
,26
,56
,0
,227
,25
,76
,25
,6
,0
,38
,6
,19
,40
,33
,267
,0
,2
,880
,7
,88
,118
,1045
,109
,96
,3
,225
,3456
,595
,101
,9
,418
,1039
,30
,36
,4
,0
,34
,264
,6
,12
,568
,35
,42
,17
,246
,1
,13
,26
,100
,112
,119
,1
,48
,21
,9
,2
,15
,4
,4
,30
,205
,9
,18
,435
,72
,0
,0
,0
,0
,0
,0
,1
,35
,0
,1
,6
,14
,19
,7
,133
,14
,0
,4
,10
,11
,11
,33
,26
,5
,16
,4
,6
,1
,1
,2
,23
,78
,0
,21
,1
,1
,1
,11
,99
,4
,25
,25
,13
,115
,4
,1
,1
,6
,11
,78
,525
,68
,1565
,111
,121
,3
,4
,3
,0
,11
,227
,1852
,11
,3
,13
,60
,28
,252
,169
,100
,157
,939
,184
,188
,134
,583
,259
,211
,46
,478
,16
,509
,316
,88
,4
,2
,127
,13
,208
,13
,244
,154
,434
,4387
,153
,113
,321
,5
,1
,63
,47
,233
,34
,120
,20
,51
,19
,38
,79
,184
,48
,30
,162
,162
,112
,2
,93
,1297
,87
,210
,128
,45
,3
,3
,664
,157
,17
,443
,42
,2229
,27
,4
,3608
,75
,2136
,12
,67
,1
,41
,7
,214
,93
,51
,37
,1109
,26
,136
,21
,202
,4253
,69
,0
,1
,8
,55
,33
,1
,1
,240
,627
,5
,12
,0
,1137
,3
,118
,697
,677
,125
,1244
,5
,21
,134
,20
,50
,49
,18
,80
,1
,3
,75
,22
,25
,212
,2380
,1041
,254
,220
,1301
,44
,30
,305
,50
,139
,138
,1022
,7
,1239
,103
,70
,2
,2
,11
,1298
,17
,117
,2677
,532
,940
,1
,1
,0
,2
,5
,39
,39
,2
,95
,13
,16
,490
,456
,551
,16
,14
,14
,333
,9
,223
,965
,257
,849
,1488
,4200
,36
,17
,9
,162
,0
,2
,8
,25
,18
,5
,40
,73
,26
,5
,912
,138
,18
,1
,1
,3
,18
,1755
,4661
,53
,42
,133
,1799
,1517
,94
,17
,6
,30
,0
,20
,0
,8
,0
,86
,75
,446
,288
,27
,1486
,22
,80
,49
,43
,80
,57
,3
,43
,2
,60
,1067
,27
,90
,8
,6
,283
,193
,2420
,1763
,111
,246
,3
,659
,1
,1
,45
,104
,6
,1217
,569
,20
,483
,351
,14
,423
,137
,8
,53
,507
,199
,24
,8
,6
,231
,24
,12
,1199
,1456
,183
,307
,12
,324
,223
,316
,211
,0
,807
,208
,286
,308
,366
,697
,28
,178
,76
,25
,1
,30
,624
,457
,91
,58
,1364
,305
,1333
,446
,12
,116
,10
,786
,226
,933
,74
,1263
,268
,1077
,92
,616
,885
,397
,111
,56
,342
,338
,3
,30
,27
,15
,18
,60
,0
,1
,1
,111
,113
,19
,17
,163
,1830
,21
,483
,1576
,2
,9
,37
,30
,204
,39
,12
,15
,3
,606
,183
,262
,1
,31
,110
,56
,14
,68
,61
,26
,164
,1062
,1442
,102
,32
,164
,2
,1394
,28
,1910
,514
,318
,21
,147
,561
,546
,1753
,16
