FIC,Non_FIC
615,357
1,649
2,4
2425,3
1158,568
13,35
1418,1
1414,1263
27,1
215,39
2019,545
3,207
2,4
502,96
4032,1
35,151
0,0
0,6138
0,1
0,0
0,1035
0,314
0,2375
0,4
0,15
0,555
0,1465
0,538
0,24
0,2254
0,143
0,2
0,147
0,1156
0,155
0,2
0,474
0,4596
0,789
0,1287
0,555
0,782
0,1274
0,0
0,180
0,895
0,2318
0,1880
0,2
0,1414
0,11
0,661
0,6118
0,105
0,64
0,675
0,590
0,1391
0,5771
0,3
0,9669
0,1398
0,378
0,3
0,1773
0,374
0,12
0,0
0,396
0,990
0,0
0,4292
0,1766
0,1383
0,2190
0,0
0,137
0,113
0,14
0,1061
0,7502
0,3
0,5161
0,583
0,10
0,1890
0,0
0,0
0,2
0,0
0,0
0,2804
0,0
0,0
0,7141
0,0
0,0
0,197
0,0
0,0
0,4980
0,0
0,0
0,571
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,45
0,0
0,0
0,709
0,0
0,0
0,927
0,0
0,57
0,0
0,505
0,0
0,0
0,351
0,0
0,0
0,6
0,0
0,58
0,0
0,0
0,115
0,0
0,54
0,0
0,0
0,28
0,0
0,0
0,93
0,0
0,0
0,5506
0,0
0,0
0,37
0,0
0,0
0,1162
0,0
0,0
0,2748
0,0
0,0
0,7445
0,0
0,0
0,4731
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,3
0,0
0,2
0,0
0,0
0,1452
0,0
0,0
0,2364
0,0
0,0
0,1433
0,0
0,0
0,44
0,0
0,0
0,173
0,0
0,0
0,1407
0,0
0,0
0,261
0,0
0,0
0,110
0,0
0,0
0,162
0,0
0,0
0,23
0,0
0,0
0,610
0,0
0,0
0,1
0,0
0,0
0,72
0,0
0,0
0,72
0,0
0,0
0,279
0,0
0,0
0,455
0,0
0,0
0,82
0,0
0,0
0,24
0,0
0,0
0,6362
0,0
0,21
0,0
0,927
0,0
0,354
0,0
0,0
0,233
0,0
0,0
0,55
0,0
0,0
0,13
0,0
0,0
0,1127
0,0
0,191
0,0
0,855
0,0
0,0
0,5
0,0
0,0
0,605
0,0
0,0
0,182
0,0
0,45
0,0
0,0
0,244
0,0
0,1288
0,0
0,0
0,15
0,0
0,0
0,3855
0,0
0,2055
0,0
0,0
0,2243
0,0
0,5639
0,0
0,0
0,761
0,0
0,0
0,642
0,0
0,492
0,0
0,0
0,779
0,0
0,284
0,0
0,0
0,611
0,0
0,0
0,874
0,0
0,428
0,0
0,25
0,0
0,0
0,14
0,0
0,0
0,26
0,0
0,938
0,0
0,2017
0,0
0,1160
0,0
0,1379
0,0
0,1110
0,0
0,138
0,0
0,147
0,0
0,148
0,0
0,101
0,0
0,1412
0,0
0,0
0,1168
0,0
0,0
0,2
0,0
0,6992
0,0
0,0
0,0
0,0
0,0
0,571
0,0
0,0
0,792
0,0
0,0
0,18
0,0
0,0
0,82
0,0
0,0
0,0
0,0
0,0
0,3
0,0
0,0
0,11
0,0
0,0
0,13
0,0
0,1300
0,0
0,0
0,84
0,0
0,0
0,43
0,0
0,0
0,2
0,0
0,48
0,0
0,5899
0,0
0,35
0,0
0,7881
0,0
0,277
0,0
0,0
0,2858
0,0
0,0
0,22
0,0
0,0
0,226
0,0
0,0
0,2925
0,0
0,18
0,0
0,2
0,0
0,0
0,496
0,0
0,0
0,28
0,0
0,0
0,331
0,0
0,0
0,290
0,0
0,4467
0,0
0,0
0,328
0,0
0,0
0,1039
0,0
0,0
0,1310
0,0
0,0
0,2
0,0
0,386
0,0
0,1391
0,0
0,87
0,0
0,1768
0,0
0,0
0,3
0,0
0,0
0,0
0,0
0,0
0,3
0,0
0,0
0,83
0,0
0,40
0,0
0,0
0,271
0,0
0,0
0,2094
0,0
0,1
0,0
0,0
0,229
0,0
0,0
0,1792
0,0
0,0
0,17
0,0
0,6
0,0
0,648
0,0
0,0
0,114
0,0
0,5
0,0
0,0
0,4
0,0
0,0
0,0
0,0
0,0
0,55
0,0
0,3509
0,0
0,0
0,3832
0,0
0,173
0,0
0,0
0,10
0,0
0,811
0,0
0,5
0,0
0,56
0,0
0,9
0,0
0,218
0,0
0,0
0,4
0,0
0,1
0,0
0,605
0,0
0,0
0,32
0,0
0,0
0,2
0,0
0,635
0,0
0,0
0,866
0,0
0,11
0,0
0,0
0,1322
0,0
0,0
0,7
0,0
0,562
0,0
0,2990
0,0
0,0
0,1365
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,130
0,0
0,520
0,0
0,0
0,945
0,0
0,0
0,662
0,0
0,0
0,744
0,0
0,0
0,19
0,0
0,304
0,0
0,0
0,1277
0,0
0,203
0,0
0,0
0,33
0,0
0,0
0,156
0,0
0,28
0,0
0,593
0,0
0,74
0,0
0,4
0,0
0,14
0,0
0,72
0,0
0,228
0,0
0,82
0,0
0,0
0,11
0,0
0,12
0,0
0,84
0,0
0,0
0,268
0,0
0,4
0,0
0,0
0,62
0,0
0,0
0,2933
0,0
0,24
0,0
0,0
0,889
0,0
0,0
0,504
0,0
0,0
0,51
0,0
0,0
0,2633
0,0
0,0
0,2894
0,0
0,0
0,0
0,0
0,2529
0,0
0,28
0,0
0,0
0,1377
0,0
0,0
0,215
0,0
0,0
0,27
0,0
0,473
0,0
0,0
0,716
0,0
0,0
0,76
0,0
0,0
0,347
0,0
0,0
0,0
0,0
0,1165
0,0
0,0
0,0
0,0
0,15
0,0
0,0
0,124
0,0
0,0
0,234
0,0
0,0
0,961
0,0
0,0
0,59
0,0
0,0
0,13
0,0
0,0
0,215
0,0
0,0
0,9
0,0
0,0
0,11
0,0
0,0
0,159
0,0
0,0
0,65
0,0
0,0
0,672
0,0
0,0
0,214
0,0
0,0
0,187
0,0
0,0
0,45
0,0
0,0
0,16
0,0
0,0
0,208
0,0
0,0
0,3733
0,0
0,0
0,21
0,0
0,0
0,17
0,0
0,0
0,12
0,0
0,0
0,96
0,0
0,0
0,43
0,0
0,0
0,13
0,0
0,0
0,6
0,0
0,0
0,93
0,0
0,0
0,72
0,0
0,0
0,12
0,0
0,0
0,3
0,0
0,0
0,0
0,0
0,0
0,16
0,0
0,0
0,148
0,0
0,0
0,7
0,0
0,0
0,14
0,0
0,0
0,101
0,0
0,0
0,2
0,0
0,0
0,22
0,0
0,0
0,570
0,0
0,0
0,223
0,0
0,0
0,164
0,0
0,0
0,226
0,0
0,0
0,14
0,0
0,0
0,335
0,0
0,0
0,11
0,0
0,0
0,455
0,0
0,0
0,56
0,0
0,0
0,20
0,0
0,0
0,340
0,0
0,20
0,0
0,0
0,353
0,0
0,661
0,0
0,0
0,379
0,0
0,224
0,0
0,0
0,166
0,0
0,0
0,1428
0,0
0,0
0,1464
0,0
0,0
0,1415
0,0
0,0
0,609
0,0
0,0
0,482
0,0
0,0
0,2
0,0
0,0
0,18
0,0
0,45
0,0
0,0
0,287
0,0
0,34
0,0
0,0
0,203
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,689
0,0
0,254
0,0
0,0
0,210
0,0
0,0
0,0
0,0
0,705
0,0
0,0
0,253
0,0
0,0
0,459
0,0
0,69
0,0
0,828
0,0
0,15
0,0
0,0
0,120
0,0
0,313
0,0
0,19
0,0
0,66
0,0
0,0
0,74
0,0
0,65
0,0
0,0
0,3866
0,0
0,157
0,0
0,0
0,1061
0,0
0,0
0,163
0,0
0,22
0,0
0,0
0,31
0,0
0,0
0,60
0,0
0,0
0,19
0,0
0,0
0,0
0,0
0,2
0,0
0,0
0,1124
0,0
0,0
0,93
0,0
0,0
0,121
0,0
0,318
0,0
0,0
0,212
0,0
0,524
0,0
0,54
0,0
0,0
0,103
0,0
0,0
0,13
0,0
0,0
0,893
0,0
0,435
0,0
0,204
0,0
0,506
0,0
0,68
0,0
0,0
0,607
0,0
0,0
0,43
0,0
0,914
0,0
0,1149
0,0
0,2
0,0
0,0
0,13
0,0
0,0
0,3
0,0
0,54
0,0
0,3609
0,0
0,116
0,0
0,0
0,602
0,0
0,0
0,843
0,0
0,0
0,2117
0,0
0,0
0,3
0,0
0,0
0,855
0,0
0,0
0,2
0,0
0,0
0,10
0,0
0,0
0,8
0,0
0,0
0,1016
0,0
0,0
0,3186
0,0
0,0
0,647
0,0
0,0
0,985
0,0
0,0
0,1257
0,0
0,0
0,33
0,0
0,0
0,6
0,0
0,0
0,13
0,0
0,0
0,122
0,0
0,0
0,446
0,0
0,0
0,717
0,0
0,0
0,74
0,0
0,0
0,4902
0,0
0,0
0,98
0,0
0,8
0,0
0,0
0,2
0,0
0,5
0,0
0,0
0,3
0,0
0,0
0,4
0,0
0,0
0,9
0,0
0,0
0,979
0,0
0,104
0,0
0,0
0,108
0,0
0,0
0,132
0,0
0,0
0,66
0,0
0,0
0,1017
0,0
0,27
0,0
0,0
0,1358
0,0
0,0
0,23
0,0
0,0
0,3352
0,0
0,31
0,0
0,0
0,1979
0,0
0,106
0,0
0,0
0,2735
0,0
0,0
0,150
0,0
0,9
0,0
0,0
0,779
0,0
0,0
0,129
0,0
0,586
0,0
0,2
0,0
0,0
0,30
0,0
0,148
0,0
0,0
0,51
0,0
0,291
0,0
0,1478
0,0
0,0
0,865
0,0
0,0
0,288
0,0
0,0
0,2447
0,0
0,0
0,170
0,0
0,0
0,787
0,0
0,1393
0,0
0,593
0,0
0,173
0,0
0,4
0,0
0,0
0,20
0,0
0,0
0,454
0,0
0,20
0,0
0,0
0,543
0,0
0,0
0,194
0,0
0,0
0,237
0,0
0,0
0,248
0,0
0,0
0,1863
0,0
0,17
0,0
0,0
0,29
0,0
0,1
0,0
0,0
0,7
0,0
0,0
0,63
0,0
0,0
0,4194
0,0
0,0
0,2942
0,0
0,0
0,2
0,0
0,0
0,1879
0,0
0,0
0,2
0,0
0,0
0,1
0,0
0,0
0,11
0,0
0,0
0,20
0,0
0,0
0,9
0,0
0,0
0,396
0,0
0,425
0,0
0,0
0,1
0,0
0,4
0,0
0,64
0,0
0,23
0,0
0,1231
0,0
0,1
0,0
0,65
0,0
0,0
0,540
0,0
0,0
0,147
0,0
0,0
0,3610
0,0
0,0
0,147
0,0
0,5664
0,0
0,0
0,3083
0,0
0,0
0,8567
0,0
0,0
0,2377
0,0
0,58
0,0
0,36
0,0
0,11
0,0
0,0
0,1150
0,0
0,0
0,22
0,0
0,0
0,560
0,0
0,0
0,14
0,0
0,668
0,0
0,214
0,0
0,0
0,1425
0,0
0,0
0,103
0,0
0,80
0,0
0,0
0,1339
0,0
0,0
0,1565
0,0
0,0
0,3002
0,0
0,1
0,0
0,0
0,1
0,0
0,0
0,261
0,0
0,0
0,71
0,0
0,0
0,5
0,0
0,0
0,771
0,0
0,0
0,127
0,0
0,0
0,1824
0,0
0,0
0,8
0,0
0,0
0,943
0,0
0,0
0,415
0,0
0,0
0,146
0,0
0,0
0,1331
0,0
0,0
0,3860
0,0
0,0
0,547
0,0
0,0
0,1137
0,0
0,0
0,1180
0,0
0,0
0,1591
0,0
0,26
0,0
0,0
0,0
0,0
0,0
0,5904
0,0
0,1103
0,0
0,0
0,6107
0,0
0,13
0,0
0,0
0,11
0,0
0,0
0,7
0,0
0,0
0,62
0,0
0,0
0,9
0,0
0,0
0,4
0,0
0,0
0,7
0,0
0,0
0,11
0,0
0,0
0,0
0,0
0,6
0,0
0,0
0,12
0,0
0,0
0,57
0,0
0,0
0,30
0,0
0,0
0,869
0,0
0,0
0,3
0,0
0,0
0,71
0,0
0,48
0,0
0,0
0,245
0,0
0,0
0,1
0,0
0,249
0,0
0,0
0,1337
0,0
0,0
0,2849
0,0
0,0
0,13
0,0
0,0
0,10028
0,0
0,0
0,2
0,0
0,2127
0,0
0,0
0,10
0,0
0,0
0,861
0,0
0,37
0,0
0,20
0,0
0,25
0,0
0,0
0,1
0,0
0,10
0,0
0,0
0,985
0,0
0,1806
0,0
0,0
0,676
0,0
0,762
0,0
0,0
0,2803
0,0
0,0
0,38
0,0
0,55
0,0
0,0
0,1550
0,0
0,0
0,4869
0,0
0,2139
0,0
0,228
0,0
0,661
0,0
0,108
0,0
0,0
0,15
0,0
0,0
0,36
0,0
0,0
0,1135
0,0
0,0
0,10
0,0
0,0
0,457
0,0
0,0
0,1006
0,0
0,0
0,1641
0,0
0,0
0,1866
0,0
0,0
0,963
0,0
0,0
0,1512
0,0
0,0
0,503
0,0
0,0
0,1341
0,0
0,0
0,904
0,0
0,725
0,0
0,0
0,571
0,0
0,0
0,87
0,0
0,0
0,1571
0,0
0,0
0,7
0,0
0,0
0,6
0,0
0,0
0,9
0,0
0,0
0,6
0,0
0,0
0,5
0,0
0,0
0,1694
0,0
0,386
0,0
0,0
0,5086
0,0
0,0
0,10
0,0
0,83
0,0
0,0
0,259
0,0
0,0
0,1081
0,0
0,0
0,58
0,0
0,0
0,413
0,0
0,3746
0,0
0,0
0,20
0,0
0,0
0,9
0,0
0,116
0,0
0,0
0,246
0,0
0,0
0,1479
0,0
0,71
0,0
0,0
0,85
0,0
0,174
0,0
0,1224
0,0
0,138
0,0
0,1450
0,0
0,0
0,520
0,0
0,0
0,566
0,0
0,0
0,7
0,0
0,0
0,162
0,0
0,1641
0,0
0,0
0,539
0,0
0,0
0,85
0,0
0,0
0,125
0,0
0,0
0,39
0,0
0,0
0,1893
0,0
0,0
0,52
0,0
0,0
0,0
0,0
0,1558
0,0
0,0
0,986
0,0
0,419
0,0
0,0
0,21
0,0
0,0
0,17
0,0
0,0
0,41
0,0
0,0
0,637
0,0
0,0
0,31
0,0
0,52
0,0
0,152
0,0
0,0
0,297
0,0
0,12
0,0
0,0
0,12
0,0
0,0
0,15
0,0
0,0
0,4
0,0
0,0
0,56
0,0
0,0
0,954
0,0
0,37
0,0
0,0
0,6
0,0
0,0
0,7
0,0
0,1968
0,0
0,0
0,812
0,0
0,0
0,0
0,0
0,0
0,63
0,0
0,0
0,94
0,0
0,241
0,0
0,0
0,20
0,0
0,64
0,0
0,21
0,0
0,0
0,1124
0,0
0,0
0,272
0,0
0,0
0,379
0,0
0,121
0,0
0,2
0,0
0,0
0,4
0,0
0,0
0,6
0,0
0,0
0,12
0,0
0,0
0,180
0,0
0,0
0,23
0,0
0,0
0,318
0,0
0,1313
0,0
0,0
0,5
0,0
0,0
0,9
0,0
0,0
0,1440
0,0
0,0
0,1475
0,0
0,1031
0,0
0,0
0,7
0,0
0,0
0,2140
0,0
0,0
0,646
0,0
0,0
0,10
0,0
0,0
0,616
0,0
0,0
0,422
0,0
0,0
0,651
0,0
0,1
0,0
0,0
0,206
0,0
0,0
0,0
0,0
0,0
0,132
0,0
0,0
0,327
0,0
0,0
0,965
0,0
0,0
0,5
0,0
0,0
0,1
0,0
0,69
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,1317
0,0
0,0
0,5
0,0
0,607
0,0
0,0
0,776
0,0
0,0
0,120
0,0
0,0
0,54
0,0
0,0
0,22
0,0
0,0
0,2957
0,0
0,0
0,1
0,0
0,971
0,0
0,0
0,856
0,0
0,1398
0,0
0,0
0,973
0,0
0,0
0,406
0,0
0,0
0,1
0,0
0,1021
0,0
0,0
0,41
0,0
0,0
0,653
0,0
0,54
0,0
0,0
0,56
0,0
0,586
0,0
0,0
0,86
0,0
0,0
0,1
0,0
0,6
0,0
0,0
0,72
0,0
0,0
0,76
0,0
0,56
0,0
0,0
0,11
0,0
0,0
0,249
0,0
0,135
0,0
0,67
0,0
0,0
0,56
0,0
0,0
0,653
0,0
0,0
0,22
0,0
0,0
0,0
0,0
0,0
0,89
0,0
0,15
0,0
0,0
0,18
0,0
0,0
0,436
0,0
0,0
0,2
0,0
0,0
0,1040
0,0
0,0
0,0
0,0
0,0
0,100
0,0
0,0
0,37
0,0
0,0
0,1210
0,0
0,286
0,0
0,0
0,0
0,0
0,0
0,117
0,0
0,0
0,0
0,0
0,0
0,30
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,139
0,0
0,2
0,0
0,737
0,0
0,0
0,622
0,0
0,57
0,0
0,0
0,674
0,0
0,0
0,813
0,0
0,0
0,9
0,0
0,30
0,0
0,0
0,1126
0,0
0,0
0,2707
0,0
0,0
0,1
0,0
0,0
0,1
0,0
0,0
0,70
0,0
0,0
0,104
0,0
0,0
0,1588
0,0
0,0
0,4
0,0
0,2
0,0
0,0
0,0
0,0
0,0
0,603
0,0
0,221
0,0
0,3
0,0
0,0
0,2
0,0
0,1326
0,0
0,77
0,0
0,190
0,0
0,0
0,289
0,0
0,1114
0,0
0,31
0,0
0,0
0,30
0,0
0,44
0,0
0,26
0,0
0,0
0,65
0,0
0,0
0,20
0,0
0,1
0,0
0,0
0,540
0,0
0,0
0,714
0,0
0,257
0,0
0,0
0,32
0,0
0,333
0,0
0,0
0,829
0,0
0,155
0,0
0,140
0,0
0,0
0,3
0,0
0,165
0,0
0,4247
0,0
0,0
0,3
0,0
0,0
0,786
0,0
0,0
0,225
0,0
0,0
0,1339
0,0
0,0
0,560
0,0
0,0
0,144
0,0
0,0
0,793
0,0
0,54
0,0
0,430
0,0
0,0
0,10
0,0
0,0
0,15
0,0
0,986
0,0
0,0
0,2
0,0
0,0
0,428
0,0
0,0
0,88
0,0
0,0
0,938
0,0
0,0
0,1231
0,0
0,0
0,1314
0,0
0,5
0,0
0,0
0,128
0,0
0,0
0,142
0,0
0,0
0,1133
0,0
0,769
0,0
0,0
0,8
0,0
0,496
0,0
0,0
0,318
0,0
0,0
0,21
0,0
0,0
0,24
0,0
0,0
0,35
0,0
0,0
0,112
0,0
0,1124
0,0
0,0
0,18
0,0
0,0
0,40
0,0
0,0
0,12
0,0
0,0
0,163
0,0
0,0
0,33
0,0
0,0
0,45
0,0
0,1823
0,0
0,0
0,1324
0,0
0,0
0,2353
0,0
0,0
0,4282
0,0
0,0
0,92
0,0
0,0
0,25
0,0
0,118
0,0
0,164
0,0
0,862
0,0
0,0
0,546
0,0
0,0
0,4
0,0
0,0
0,4
0,0
0,1465
0,0
0,0
0,1360
0,0
0,81
0,0
0,235
0,0
0,0
0,16
0,0
0,0
0,616
0,0
0,5
0,0
0,0
0,0
0,0
0,0
0,6
0,0
0,0
0,13
0,0
0,0
0,27
0,0
0,2
0,0
0,0
0,28
0,0
0,0
0,20
0,0
0,0
0,166
0,0
0,0
0,0
0,35
0,0
0,1052
0,0
0,0
0,0
0,133
0,0
0,0
0,0
0,0
0,0
0,357
0,0
0,0
0,33
0,0
0,0
0,134
0,0
0,0
0,84
0,0
0,0
0,397
0,0
0,0
0,2
0,0
0,0
0,71
0,0
0,0
0,708
0,0
0,0
0,0
0,5
0,0
0,0
0,0
0,905
0,0
0,0
0,2
0,0
0,0
0,530
0,0
0,0
