FIC,Non_FIC
,3
,4
,0
,33
,20
,18
,188
,13
,5
,9
,29
,13
,8
,161
,333
,277
,3
,16
,25
,6
,62
,32
,0
,0
,118
,72
,1
,68
,359
,1
,53
,100
,11
,476
,1343
,279
,0
,1451
,0
,0
,0
,1
,0
,0
,2
,0
,1
,4
,1
,6
,0
,13
,3
,1
,1042
,5
,4483
,72
,101
,36
,31
,62
,806
,28
,36
,1
,2
,0
,0
,28
,36
,102
,86
,195
,8
,35
,639
,14
,44
,252
,76
,42
,8
,82
,0
,6
,0
,350
,1082
,694
,20
,533
,51
,80
,854
,184
,2221
,0
,0
,0
,0
,0
,0
,0
,0
,0
,99
,78
,757
,19
,5
,112
,78
,236
,596
,286
,3
,81
,8
,35
,128
,41
,95
,16
,0
,0
,0
,1
,0
,0
,99
,58
,28
,336
,19
,19
,38
,300
,25
,25
,200
,0
,0
,0
,9
,2
,5
,0
,0
,0
,1
,0
,28
,3
,9
,16
,8
,24
,517
,72
,1
,0
,3
,0
,46
,32
,149
,21
,112
,0
,1
,24
,262
,1062
,1
,4473
,2488
,481
,91
,273
,1
,915
,1
,0
,177
,0
,0
,1498
,1
,2
,1337
,60
,5078
,8
,2927
,168
,392
,2
,3
,102
,0
,0
,4
,0
,0
,9
,0
,0
,3
,2
,8
,0
,0
,0
,0
,0
,7
,0
,0
,0
,8
,26
,0
,0
,3
,0
,0
,0
,2
,38
,0
,0
,11
,34
,15
,1877
,2
,71
,156
,7
,131
,52
,291
,2
,614
,1227
,108
,1
,10
,0
,0
,6
,3
,2
,2
,95
,55
,5
,14
,3
,83
,1
,0
,39
,543
,0
,15
,7
,0
,26
,2
,28
,5
,34
,34
,3
,0
,1
,1
,680
,3613
,4
,1
,163
,0
,1
,440
,15
,56
,683
,16
,46
,208
,0
,0
,0
,0
,2
,19
,24
,56
,1060
,897
,1
,0
,838
,17
,0
,0
,0
,0
,0
,0
,0
,2
,0
,0
,0
,0
,29
,306
,111
,465
,0
,446
,10
,1
,2
,284
,11
,0
,12
,1
,30
,98
,0
,5
,4
,5
,1
,3555
,43
,421
,76
,1
,191
,0
,475
,15
,222
,1
,55
,0
,313
,0
,3
,0
,0
,0
,130
,471
,44
,0
,88
,259
,2808
,0
,10
,0
,4
,0
,2
,0
,8
,0
,3
,0
,9
,1
,29
,0
,8
,0
,7
,0
,20
,0
,89
,0
,66
,3
,0
,65
,0
,3839
,1
,12
,7
,75
,0
,72
,2
,3
,1
,237
,23
,5
,63
,11
,14
,1
,30
,11
,880
,0
,35
,125
,3
,2
,52
,2
,2
,2
,4
,38
,1
,3
,0
,140
,24
,31
,0
,0
,0
,0
,0
,133
,0
,2
,0
,7
,0
,0
,33
,1
,23
,56
,0
,0
,418
,257
,5
,124
,109
,0
,21
,147
,30
,52
,60
,0
,0
,0
,0
,16
,1
,0
,76
,45
,659
,217
,11
,0
,96
,119
,60
,64
,1389
,8
,22
,185
,130
,46
,760
,0
,3192
,1282
,409
,2
,857
,1
,1553
,1
,0
,56
,10
,231
,61
,1005
,491
,4057
,1
,118
,62
,4
,2617
,79
,0
,0
,30
,11
,3
,96
,3
,76
,0
,7
,386
,32
,95
,1
,13
,72
,11
,810
,72
,0
,1113
,6
,375
,41
,182
,1
,0
,0
,0
,1
,151
,0
,507
,47
,309
,6
,168
,37
,0
,0
,372
,112
,547
,201
,66
,36
,263
,430
,600
,186
,0
,1
,5
,388
,46
,7
,0
,0
,0
,130
,0
,0
,108
,45
,1
,7
,0
,179
,5566
,1
,148
,2718
,0
,5808
,29
,88
,62
,56
,10
,58
,767
,0
,4
,0
,0
,1
,137
,0
,2
,3
,1
,112
,224
,111
,0
,1
,2
,4
,1295
,38
,171
,3
,2
,14
,438
,272
,1
,648
,12
,1
,6
,5
,889
,11
,1
,167
,69
,0
,73
,0
,0
,35
,0
,0
,0
,0
,3719
,191
,259
,2271
,2
,10
,1
,907
,2201
,1103
,767
,22
,10
,174
,9
,6
,496
,10
,3
,773
,2726
,70
,161
,0
,5
,0
,0
,0
,31
,7
,7
,88
,168
,12
,31
,1267
,6658
,1
,15
,13
,2
,0
,57
,41
,4
,0
,11
,12
,53
,20
,6
,0
,2
,4
,3
,55
,24
,14
,0
,107
,4
,47
,194
,22
,6
,1
,15
,634
,1
,133
,5
,293
,19
,1053
,7443
,466
,73
,1298
,1
,18
,8
,64
,51
,0
,777
,93
,11
,282
,185
,162
,2
,2
,129
,19292
,1697
,188
,13
,2581
,0
,0
,0
,0
,0
,0
,264
,6
,188
,122
,2
,1
,830
,1
,2
,1
,1
,1
,1
,1
,8
,0
,0
,30
,45
,204
,594
,477
,1482
,20
,185
,86
,98
,13
,1253
,637
,43
,70
,263
,37
,0
,0
,27
,51
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,6
,21
,1221
,81
,5
,33
,778
,2
,14
,2
,75
,397
,549
,72
,19
,1
,14
,7
,1
,9
,15
,17
,106
,5
,19
,2790
,331
,1061
,13
,43
,72
,1
,96
,8
,3
,3
,7
,9
,7
,798
,184
,48
,0
,0
,0
,0
,10
,183
,5
,7
,17
,10
